"trial_type","rt","stimulus","response","trial_index","plugin_version","time_elapsed","subject_id","prolific_id","study_id","session_id","experiment_name","experiment_version","selected_config","frequency_ratio","time_pressure","angle_mapping","selected_training_block_id","selected_test_block_id","consent_response","consent_timestamp","compliance_no_writing","compliance_no_ai","is_correct","response_text","target","angle","targetFreq","value","leftLabel","rightLabel","trial_id","is_first_attempt","first_attempt_errors_count","familiarization_block_iteration","familiarization_trial_number","block_first_attempt_errors","block_total_trials","block_error_rate","block_correct_rate","block_will_loop","outer_loop_iteration","recall_trial_number","result","success","recall_iteration","recall_correct","recall_total","recall_threshold_met","nearest_trained_angle","next_nearest_label","next_nearest_angle","is_critical","bonus_points","distance_to_treasure","entered_angle","total_points","timed_out","survey_difficulty","survey_confidence","survey_study_purpose","survey_learning_strategies","survey_comments","demographics_age","demographics_gender","ai_usage","ai_usage_description"
"survey-html-form","11668","","{""familiarization-response"":""noobda""}","12","null","907453","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","noobda","noobda","240","HF","","noobda","noom","16","0","2","1","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","9516","","{""familiarization-response"":""grah""}","13","null","916973","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","0","grah","gled","15","HF","","gled","grah","17","1","3","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","7372","","{""familiarization-response"":""gled""}","13","null","924349","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","gled","gled","15","HF","","gled","grah","17","0","3","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","7915","","{""familiarization-response"":""grah""}","14","null","932268","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","grah","grah","60","HF","","grah","noobda","2","1","3","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","7212","","{""familiarization-response"":""noom""}","15","null","939484","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","noom","noom","285","LF","","noom","gorm","14","1","3","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6540","","{""familiarization-response"":""gorm""}","16","null","946029","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","gorm","gorm","195","HF","","gled","gorm","18","1","3","1","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","7411","","{""familiarization-response"":""noobda""}","17","null","953444","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","0","noobda","gorm","195","HF","","gorm","noobda","20","1","4","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6387","","{""familiarization-response"":""gorm""}","17","null","959836","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","gorm","gorm","195","HF","","gorm","noobda","20","0","4","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","18500","","{""familiarization-response"":""grah""}","18","null","978340","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","0","grah","clate","330","LF","","clate","grah","10","1","5","1","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6154","","{""familiarization-response"":""clate""}","18","null","984500","3vy59ur9wu","616d9ef881036dfbfd63d2f4","695414ff31cb5af38aabe70c","695be75caece1c3946068de5","elves_treasure_hunt","1.0.0","1-4_5","1:4","5","{""angle_1"":""gled"",""angle_2"":""grah"",""angle_3"":""blit"",""angle_4"":""pim"",""angle_5"":""gorm"",""angle_6"":""noobda"",""angle_7"":""noom"",""angle_8"":""clate""}","8","76","","","","","1","clate","clate","330","LF","","clate","grah","10","0","5","1","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
