"trial_type","rt","stimulus","response","trial_index","plugin_version","time_elapsed","subject_id","prolific_id","study_id","session_id","experiment_name","experiment_version","selected_config","frequency_ratio","time_pressure","payoff_structure","angle_mapping","selected_training_block_id","selected_test_block_id","consent_response","consent_timestamp","compliance_no_writing","compliance_no_ai","is_correct","response_text","target","angle","targetFreq","value","leftLabel","rightLabel","trial_id","is_first_attempt","first_attempt_errors_count","familiarization_block_iteration","familiarization_trial_number","block_first_attempt_errors","block_total_trials","block_error_rate","block_correct_rate","block_will_loop","outer_loop_iteration","recall_trial_number","recall_correct","recall_total","recall_threshold_met","recall_iteration","result","success","nearest_trained_angle","next_nearest_label","next_nearest_angle","is_critical","bonus_points","distance_to_treasure","entered_angle","total_points","timed_out","found_treasure","survey_difficulty","survey_confidence","survey_study_purpose","survey_learning_strategies","survey_comments","demographics_age","demographics_gender","ai_usage","ai_usage_description"
"survey-html-form","3196","","{""exposure-response"":""gled""}","10","null","279302","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","gled","gled","285","LF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6712","","{""exposure-response"":""grah""}","11","null","286021","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","grah","grah","330","LF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","31883","
    <div class=""instruction-text"">
      <h2>Learning Elvish Directions</h2>
      <p>Let's start learning to read the compass. You will see a direction and two potential words for that direction. Type the word that you think is correct. We'll keep practicing until you've learned all the directions. A buzz will play if you got the trial incorrect.</p>
      <p class=""prompt-text"">Press any key to begin</p>
    </div>
  "," ","12","2.1.0","317905","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","","","","13","2.1.0","317907","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","8113","","{""familiarization-response"":""noom""}","1","null","326026","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noom","noom","60","HF","","gorm","noom","6","1","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","8602","","{""familiarization-response"":""noobda""}","2","null","334635","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noobda","noobda","195","HF","","noobda","noom","20","1","0","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","9697","","{""familiarization-response"":""noobda""}","3","null","344338","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noobda","noobda","195","HF","","noobda","grah","14","1","0","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6864","","{""familiarization-response"":""bim""}","4","null","351209","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","bim","pim","15","HF","","pim","noobda","16","1","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4150","","{""familiarization-response"":""pim""}","4","null","355368","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","pim","pim","15","HF","","pim","noobda","16","0","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6813","","{""familiarization-response"":""grah""}","5","null","362188","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","grah","grah","330","LF","","gorm","grah","5","1","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5496","","{""familiarization-response"":""gorm""}","6","null","367690","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","gorm","gorm","240","HF","","noobda","gorm","3","1","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5465","","{""familiarization-response"":""clate""}","7","null","373161","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","clate","pim","15","HF","","clate","pim","19","1","2","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5043","","{""familiarization-response"":""pim""}","7","null","378211","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","pim","pim","15","HF","","clate","pim","19","0","2","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5278","","{""familiarization-response"":""clate""}","8","null","383496","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","clate","clate","150","LF","","clate","pim","21","1","2","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4026","","{""familiarization-response"":""gled""}","9","null","387528","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","gled","blit","105","LF","","blit","gled","4","1","3","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","2933","","{""familiarization-response"":""blit""}","9","null","390466","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","blit","blit","105","LF","","blit","gled","4","0","3","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4706","","{""familiarization-response"":""gorm""}","10","null","395180","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","gorm","noobda","195","HF","","gorm","noobda","12","1","4","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5675","","{""familiarization-response"":""noobda""}","10","null","400867","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noobda","noobda","195","HF","","gorm","noobda","12","0","4","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4617","","{""familiarization-response"":""noom""}","11","null","405491","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","noom","gorm","240","HF","","gorm","noom","18","1","5","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","3290","","{""familiarization-response"":""gorm""}","11","null","408789","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","gorm","gorm","240","HF","","gorm","noom","18","0","5","1","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","5241","","{""familiarization-response"":""gorm""}","12","null","414036","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","gorm","gorm","240","HF","","pim","gorm","7","1","5","1","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","3846","","{""familiarization-response"":""gorm""}","13","null","417890","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","gorm","gorm","240","HF","","gorm","blit","9","1","5","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","3027","","{""familiarization-response"":""pim""}","14","null","420924","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","pim","noom","60","HF","","pim","noom","11","1","6","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","2746","","{""familiarization-response"":""noom""}","14","null","423677","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noom","noom","60","HF","","pim","noom","11","0","6","1","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","8008","","{""familiarization-response"":""pim""}","15","null","431690","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","pim","pim","15","HF","","pim","noom","13","1","6","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","6137","","{""familiarization-response"":""noobda""}","16","null","437834","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","1","noobda","noobda","195","HF","","pim","noobda","22","1","6","1","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","4042","","{""familiarization-response"":""grah""}","17","null","441882","wwhn2nr6nr","67e3281497a9f68c5c7ff062","697d04e82fcc9c792571a692","697d1e0931d778babb9905e5","elves_treasure_hunt","1.2.1","1-2_10","1:2","10","linear","{""angle_1"":""pim"",""angle_2"":""noom"",""angle_3"":""blit"",""angle_4"":""clate"",""angle_5"":""noobda"",""angle_6"":""gorm"",""angle_7"":""gled"",""angle_8"":""grah""}","10","74","","","","","0","grah","noom","60","HF","","grah","noom","17","1","7","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
